ALPHA_3_CODE,IsscaapGrp_mapping,Name_En,Scientific_Name,Name_Cn,Troph,Troph.SE,SL.max,DATA.SOURCE,FOOD.ITEM
SXU,13,Dorado,Salminus brasiliensis,大颚小脂鲤,3.79,0.61,100,FishBase_ISSCAAP,Freshwater fish
SYC,38,Small-spotted catshark,Scyliorhinus canicula,小点猫鲨,3.69,0.55,82,FishBase_ISSCAAP,Demersal fish
SYN,34,Blackmouth splitfin,Synagrops japonicus,光棘尖牙鲷,4.27,0.73,35,FishBase_ISSCAAP,Demersal fish
SYR,38,Knifetooth dogfish,Scymnodon ringens,尖齿异鳞鲨,3.88,0.61,87.57,FishBase_ISSCAAP,Pelagic fish
SYT,38,Nursehound,Scyliorhinus stellaris,,4.03,0.53,139.4,FishBase_ISSCAAP,Demersal fish
SYX,38,"Catsharks, etc. nei",Scyliorhinidae,,3.92,0.03,97,FishBase_ISSCAAP,Demersal fish
SZC,13,Sauger,Sander canadensis,加拿大梭鲈,4.06,0.68,68.94,FishBase_ISSCAAP,Freshwater fish
SZF,13,,Schizodon fasciatus,,2.48,0.2,32.8,FishBase_ISSCAAP,Freshwater fish
SZH,33,Sobaity seabream,Sparidentex hasta,矛鲷,3.39,0.44,41,FishBase_ISSCAAP,Demersal fish
SZM,23,Japanese icefish,Salangichthys microdon,,3.68,0.57,8.2,FishBase_ISSCAAP,Demersal fish
TAI,33,Indo-Pacific tarpon,Megalops cyprinoides,,3.3,0.51,108.75,FishBase_ISSCAAP,Demersal fish
TAK,34,Tarakihi,Nemadactylus macropterus,,3.41,0.42,59.5,FishBase_ISSCAAP,Demersal fish
TAP,37,Paloma pompano,Trachinotus paitensis,美洲鲳鲹,3.74,NA,NA,SeaAroundUs,Pelagic fish
TAR,33,Tarpon,Megalops atlanticus,,4.5,0.8,199,FishBase_ISSCAAP,Demersal fish
TAU,33,Tautog,Tautoga onitis,,3.32,0.473,78.26,FishBase_ISSCAAP,Demersal fish
TBR,33,Goldsinny-wrasse,Ctenolabrus rupestris,梳隆头鱼,3.35,0.51,15.86,FishBase_ISSCAAP,Demersal fish
TCL,56,Taca clam,Leukoma thaca,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
TDQ,57,Lesser flying squid,Todaropsis eblanae,小柔鱼,4.25,NA,NA,SeaAroundUs,Cephalopods
TEH,33,Largescaled terapon,Terapon theraps,,3.5,NA,NA,SeaAroundUs,Demersal fish
TEJ,33,Giant seabass,Stereolepis gigas,巨尖鳞鲈,4.5,0.8,217.96,FishBase_ISSCAAP,Demersal fish
TFD,33,"Toadfishes, etc. nei",Batrachoididae,,3.67,0.03,21.68,FishBase_ISSCAAP,Demersal fish
TFG,33,Spotted scat,Scatophagus argus,金钱鱼,3,NA,NA,SeaAroundUs,Demersal fish
TFQ,76,Prickly redfish,Thelenota ananas,,2.3,NA,NA,SeaAroundUs,"Aquatic animals, other"
TGA,33,Giant African threadfin,Polydactylus quadrifilis,,4.01,0.66,151,FishBase_ISSCAAP,Demersal fish
TGH,13,Three spot gourami,Trichopodus trichopterus,,2.68,0.23,15,FishBase_ISSCAAP,Freshwater fish
TGQ,33,Fourhorn sculpin,Myoxocephalus quadricornis,,3.69,NA,NA,SeaAroundUs,Demersal fish
TGS,45,Caramote prawn,Penaeus kerathurus,,2.7,0.35,NA,FishBase_ISSCAAP,Crustaceans
TGZ,56,Dombey's tagelus,Tagelus dombeii,董氏截蛏,2,NA,NA,SeaAroundUs,"Molluscs, other"
THA,35,Atlantic thread herring,Opisthonema oglinum,,4.5,0,29.45,FishBase_ISSCAAP,Pelagic fish
THB,33,Threadfin breams nei,Nemipterus spp,,3.77,0.05,21,FishBase_ISSCAAP,Demersal fish
THD,33,Threadfin and dwarf breams nei,Nemipteridae,,3.69,0.04,29,FishBase_ISSCAAP,Demersal fish
THE,33,Tigerperches nei,Terapontidae,,3.64,NA,NA,SeaAroundUs,Demersal fish
THF,33,"Threadfins, tasselfishes nei",Polynemidae,,3.67,0.03,98,FishBase_ISSCAAP,Demersal fish
THG,33,Golden threadfin bream,Nemipterus virgatus,,3.99,0.57,35,FishBase_ISSCAAP,Demersal fish
THJ,38,Japanese topeshark,Hemitriakis japanica,日本半皱唇鲨,4.41,0.59,98.4,FishBase_ISSCAAP,Demersal fish
THO,33,Terapon perches nei,Terapon spp,,3.5,0.23,24.722,FishBase_ISSCAAP,Demersal fish
THP,35,Pacific thread herring,Opisthonema libertate,,2.89,0.28,23.31,FishBase_ISSCAAP,Pelagic fish
THQ,43,Flathead lobster,Thenus orientalis,东方扁虾,2.5,NA,NA,SeaAroundUs,Crustaceans
THR,38,Thresher sharks nei,Alopias spp,,4.5,0,416,FishBase_ISSCAAP,Pelagic fish
THS,31,Thickback soles nei,Microchirus spp,,3.21,0.04,20,FishBase_ISSCAAP,Demersal fish
THX,35,Thread herrings nei,Opisthonema spp,,3.7,NA,NA,Estimate(SeaAroundUs),Pelagic fish
TIL,34,Great Northern tilefish,Lopholatilus chamaeleonticeps,,3.45,0.39,113.62,FishBase_ISSCAAP,Demersal fish
TIP,45,Green tiger prawn,Penaeus semisulcatus,,2.7,0.35,NA,FishBase_ISSCAAP,Crustaceans
TIS,34,Tilefishes nei,Latilidae,,3.61,0.05,102,FishBase_ISSCAAP,Demersal fish
TIT,45,Pacific seabob,Xiphopenaeus riveti,,2.7,0.35,NA,FishBase_ISSCAAP,Crustaceans
TLL,12,Sabaki tilapia,Oreochromis spilurus,,2.6,0.35,19.2,FishBase_ISSCAAP,Freshwater fish
TLM,12,Mozambique tilapia,Oreochromis mossambicus,,2,0,39,FishBase_ISSCAAP,Freshwater fish
TLN,12,Nile tilapia,Oreochromis niloticus,,2,0,60,FishBase_ISSCAAP,Freshwater fish
TLP,12,Tilapias nei,Oreochromis spp,,2.22,0.05,30,FishBase_ISSCAAP,Freshwater fish
TLR,12,Redbreast tilapia,Coptodon rendalli,,2.18,0.21,37.8,FishBase_ISSCAAP,Freshwater fish
TLV,23,Grayling,Thymallus thymallus,,3.1,0.4,52.07,FishBase_ISSCAAP,Freshwater fish
TLZ,12,Redbelly tilapia,Tilapia zillii,,2,0,40,FishBase_ISSCAAP,Freshwater fish
TMB,37,Southwest Atlantic butterfish,Stromateus brasiliensis,,3.4,0.45,37.59,FishBase_ISSCAAP,Pelagic fish
TOA,34,Antarctic toothfish,Dissostichus mawsoni,,4.45,0.78,143.5,FishBase_ISSCAAP,Demersal fish
TOC,12,Oscar,Astronotus ocellatus,图丽鱼(地图鱼),2.83,0.32,37.47,FishBase_ISSCAAP,Freshwater fish
TOL,24,Toli shad,Tenualosa toli,,2.48,0,46.52,FishBase_ISSCAAP,Pelagic fish
TOM,32,Atlantic tomcod,Microgadus tomcod,,3.26,0.5,34.1,FishBase_ISSCAAP,Demersal fish
TON,37,Blackblotch pompano,Trachinotus kennedyi,肯氏鲳鲹,3.76,NA,NA,FishBase,Pelagic fish
TOP,34,Patagonian toothfish,Dissostichus eleginoides,,3.96,0.68,176.3,FishBase_ISSCAAP,Demersal fish
TOQ,52,Helmet ton,Tonna galea,盔鹑螺,2,NA,NA,SeaAroundUs,"Molluscs, other"
TOS,52,Horned turban,Turbo cornutus,角蝾螺,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
TOX,31,Tonguefishes,Cynoglossidae,,3.42,0.03,19,FishBase_ISSCAAP,Demersal fish
TPA,37,Dealfish,Trachipterus arcticus,,4.5,0.62,277.7,FishBase_ISSCAAP,Pelagic fish
TPQ,45,Coarse shrimp,Megokris granulosus,柱突鹰爪虾,3.31,NA,NA,Estimate(SeaAroundUs),Crustaceans
TPS,56,Carpet shells nei,Ruditapes spp,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
TPT,34,Sandpaper fish,Paratrachichthys trailli,,3.5,0.5,24.6,FishBase_ISSCAAP,Demersal fish
TPU,13,,Triportheus angulatus,,2.68,0.3,16.3,FishBase_ISSCAAP,Freshwater fish
TQO,56,Slender cockle,Trachycardium procerum,细弱鸟尾蛤,2,NA,NA,Estimate(SeaAroundUs),"Molluscs, other"
TQY,55,Pen shells nei,Atrina spp,,2,NA,NA,SeaAroundUs,"Molluscs, other"
TQZ,56,Pacific horse clams nei,Tresus spp,,2.03,NA,NA,SeaAroundUs,"Molluscs, other"
TRA,33,Weeverfishes nei,Trachinidae,,4.3,0.11,43,FishBase_ISSCAAP,Demersal fish
TRC,34,Slimeheads nei,Trachichthyidae,,3.72,0.12,57,FishBase_ISSCAAP,Demersal fish
TRE,37,"Jacks, crevalles nei",Caranx spp,,4.05,0.08,77,FishBase_ISSCAAP,Pelagic fish
TRF,37,False trevally,Lactarius lactarius,,3.97,0.57,32.04,FishBase_ISSCAAP,Pelagic fish
TRG,33,Grey triggerfish,Balistes capriscus,,3.55,0.5,52.96,FishBase_ISSCAAP,Demersal fish
TRI,33,"Triggerfishes, durgons nei",Balistidae,,3.27,0.06,53,FishBase_ISSCAAP,Demersal fish
TRL,33,Blunt scalyhead,Trematomus eulepidotus,,3.31,0.45,27.88,FishBase_ISSCAAP,Demersal fish
TRO,23,Trouts nei,Salmo spp,,3.66,0.15,104,FishBase_ISSCAAP,Pelagic fish
TRP,37,Dealfishes,Trachipterus spp,,4.06,0.25,201.62,FishBase_ISSCAAP,Pelagic fish
TRR,23,Rainbow trout,Oncorhynchus mykiss,虹鳟,4.42,0.38,108,FishBase_ISSCAAP,Pelagic fish
TRS,23,Sea trout,Salmo trutta,,3.155,0.424,140,FishBase_ISSCAAP,Pelagic fish
TRU,34,Trumpeters nei,Latridae,,3.65,0.21,74,FishBase_ISSCAAP,Demersal fish
TRV,45,Southern rough shrimp,Trachysalambria curvirostris,鹰爪虾,2.7,0.35,NA,FishBase_ISSCAAP,Crustaceans
TRX,37,Ribbonfishes,Trachipteridae,粗鳍鱼科,4.5,NA,NA,SeaAroundUs,Pelagic fish
TRY,37,Yellowstripe scad,Selaroides leptolepis,,3.53,0.47,19.5,FishBase_ISSCAAP,Pelagic fish
TRZ,37,White trevally,Pseudocaranx dentex,纵带鲹,3.92,0.68,95.4,FishBase_ISSCAAP,Pelagic fish
TSD,24,Twaite shad,Alosa fallax,,3.59,0.596,60,FishBase_ISSCAAP,Pelagic fish
TSQ,57,Wellington flying squid,Nototodarus sloanii,,3.2,0.14,NA,FishBase_ISSCAAP,Cephalopods
TSU,32,Roughsnout grenadier,Trachyrincus scabrus,,3.47,0.49,49.2,FishBase_ISSCAAP,Demersal fish
TTH,72,Hawksbill turtle,Eretmochelys imbricata,玳瑁,3,NA,NA,Estimate,"Aquatic animals, other"
TTL,72,Loggerhead turtle,Caretta caretta,蠵龟,3,NA,NA,Estimate,"Aquatic animals, other"
TTS,72,Chinese softshell turtle,Trionyx sinensis,中华鳖,3,NA,NA,Estimate,"Aquatic animals, other"
TTX,72,Marine turtles nei,Testudinata,海龟类,2.62,NA,NA,"Estimate(Seminoff et al., 2021. Large-scale patterns of green turtle trophic ecology in the eastern Pacific Ocean)","Aquatic animals, other"
TUG,72,Green turtle,Chelonia mydas,绿海龟,2.62,NA,NA,"Estimate(Jeffrey et al., 2021. Large-scale patterns of green turtle trophic ecology in the eastern Pacific Ocean)","Aquatic animals, other"
TUK,37,Indian pompano,Trachinotus mookalee,印度鲳鲹,3.72,0.5,66.24,FishBase_ISSCAAP,Pelagic fish
TUL,72,River and lake turtles nei,Testudinata,淡水龟鳖类,3,NA,NA,Estimate,"Aquatic animals, other"
TUM,37,Yellowtail scad,Atule mate,游鳍叶鲹,4.45,0.79,25,FishBase_ISSCAAP,Pelagic fish
TUN,36,Tunas nei,Thunnini,,4.34,NA,NA,SeaAroundUs,Pelagic fish
TUR,31,Turbot,Scophthalmus maximus,大菱鲆,3.96,0.63,100,FishBase_ISSCAAP,Demersal fish
TUS,36,True tunas nei,Thunnus spp,,4.34,NA,NA,SeaAroundUs,Pelagic fish
TUW,56,Chilean semele,Semele solida,厚壳双带蛤,2,NA,NA,SeaAroundUs,"Molluscs, other"
TUX,36,Tuna-like fishes nei,Scombroidei,,3.43,0.01,162,FishBase_ISSCAAP,Pelagic fish
TVM,56,Triangular tivela,Tivela mactroides,,2,NA,NA,SeaAroundUs,"Molluscs, other"
TWG,56,Gay's little venus,Tawera gayi,,2,NA,NA,SeaAroundUs,"Molluscs, other"
TWN,24,Longtail shad,Tenualosa macrura,,2.26,NA,NA,Estimate(SeaAroundUs),Pelagic fish
TWO,33,Moon wrasse,Thalassoma lunare,,3.48,NA,NA,SeaAroundUs,Demersal fish
TWS,33,Madamango sea catfish,Cathorops spixii,,3.47,NA,NA,SeaAroundUs,Demersal fish
TWY,11,,Thynnichthys vaillanti,,2.64,0.25,21.65,FishBase_ISSCAAP,Freshwater fish
TXK,33,Tiger pufferfish,Takifugu rubripes,红鳍东方鲀,3.6,NA,NA,SeaAroundUs,Demersal fish
TXM,13,Smallscale archerfish,Toxotes microlepis,,3.15,0.46,15,FishBase_ISSCAAP,Freshwater fish
TXV,33,Pufferfishes nei,Takifugu spp,,3.33,NA,NA,Estimate(SeaAroundUs),Demersal fish
TXY,13,"Tambacu, hybrid",P. mesopotamicus x C. macropomum,,2.02,NA,NA,FishBase,Freshwater fish
TXZ,13,"Tambatinga, hybrid",C. macropomum x P. brachypomus,,2.02,NA,NA,FishBase,Freshwater fish
TZD,11,Semah mahseer,Tor douronensis,大鳞结鱼,3.02,0.36,28.7,FishBase_ISSCAAP,Freshwater fish
TZK,34,Tanaka's snailfish,Liparis tanakae,,3.4,NA,NA,SeaAroundUs,Demersal fish
TZO,33,Obscure pufferfish,Takifugu obscurus,暗纹东方鲀,3.6,NA,NA,SeaAroundUs,Demersal fish
UAE,34,Zebra tilefish,Branchiostegus semifasciatus,,3.63,NA,NA,SeaAroundUs,Demersal fish
UBA,37,Blue fathead,Cubiceps caeruleus,,3.61,NA,NA,FishBase,Pelagic fish
UBP,37,Cape fathead,Cubiceps capensis,,3.45,0.44,82.82,FishBase_ISSCAAP,Pelagic fish
UCA,33,Canary drum(=Baardman),Umbrina canariensis,斜纹短须石首鱼,3.37,0.44,65.28,FishBase_ISSCAAP,Demersal fish
UCD,42,Mangrove ghost crab,Ucides occidentalis,红树林沙蟹,3.02,NA,NA,Estimate(SeaAroundUs),Crustaceans
UCH,76,Chilean sea urchin,Loxechinus albus,智利斜海胆,2.3,NA,NA,SeaAroundUs,"Aquatic animals, other"
UDC,13,Spotted sorubim,Pseudoplatystoma corruscans,,4.5,0.8,136.12,FishBase_ISSCAAP,Freshwater fish
UDF,13,Barred sorubim,Pseudoplatystoma fasciatum,,4.38,0.78,85.28,FishBase_ISSCAAP,Freshwater fish
UDQ,44,Swarming squat lobster,Munida gregaria,集群铠虾,2.79,NA,NA,SeaAroundUs,Crustaceans
UDT,13,Tiger sorubim,Pseudoplatystoma tigrinum,,4.5,NA,NA,FishBase,Freshwater fish
UHL,57,Bigfin reef squid,Sepioteuthis lessoniana,莱氏拟乌贼,4.5,0.8,NA,FishBase_ISSCAAP,Cephalopods
UHX,57,Hooked squids nei,Onykia spp,,3.96,NA,NA,SeaAroundUs,Cephalopods
ULA,34,Bighead tilefish,Caulolatilus affinis,,3.7,NA,NA,Estimate(FishBase),Demersal fish
ULM,34,Grey tilefish,Caulolatilus microps,,3.81,0.61,75.84,FishBase_ISSCAAP,Demersal fish
ULO,56,Solid surf clam,Spisula solida,,2.1,NA,NA,FishBase_ISSCAAP,"Molluscs, other"
ULP,34,Ocean whitefish,Caulolatilus princeps,大洋茎方头鱼,3.9,0.61,83.64,FishBase_ISSCAAP,Demersal fish
UMF,33,Roundhead parrotfish,Scarus viridifucatus,,2,NA,NA,FishBase,Demersal fish
UMX,33,Polla drum,Umbrina xanti,,3.71,NA,NA,FishBase,Demersal fish
UNC,32,Unicorn cod,Bregmaceros mcclellandi,麦氏犀鳕,3.3,0.42,9.6,FishBase_ISSCAAP,Demersal fish
UPH,33,Por's goatfish,Upeneus pori,,3.51,NA,NA,FishBase,Demersal fish
UPR,33,Argentinian sandperch,Pseudopercis semifasciata,,3.88,0.68,82,FishBase_ISSCAAP,Demersal fish
UPY,13,Sorubims nei,Pseudoplatystoma spp,,4.38,NA,NA,FishBase,Freshwater fish
URC,76,Sea urchins nei,Strongylocentrotus spp,,2.1,NA,NA,SeaAroundUs,"Aquatic animals, other"
URM,76,Stony sea urchin,Paracentrotus lividus,蓝石海胆,2.3,NA,NA,SeaAroundUs,"Aquatic animals, other"
URS,76,European edible sea urchin,Echinus esculentus,欧洲可食海胆,2.3,NA,NA,SeaAroundUs,"Aquatic animals, other"
URW,43,Arabian whip lobster,Puerulus sewelli,阿拉伯棱脊腹游龙虾,3,NA,NA,Estimate(SeaAroundUs),Crustaceans
URX,76,"Sea urchins, etc. nei",Echinoidea,,2.51,NA,NA,SeaAroundUs,"Aquatic animals, other"
USB,33,Ballan wrasse,Labrus bergylta,贝氏隆头鱼,3.07,0.3,57.63,FishBase_ISSCAAP,Demersal fish
USK,32,Tusk(=Cusk),Brosme brosme,单鳍鳕,4,0.42,98.4,FishBase_ISSCAAP,Demersal fish
USW,33,Gulf parrotfish,Scarus persicus,桃鹦嘴鱼,2,0,41,FishBase_ISSCAAP,Demersal fish
USY,33,Blue-barred parrotfish,Scarus ghobban,,2,0,73.8,FishBase_ISSCAAP,Demersal fish
UUC,34,Stargazer,Uranoscopus scaber,平头鰧,4.38,0.7,32.51,FishBase_ISSCAAP,Demersal fish
UUS,33,Daisy parrotfish,Chlorurus sordidus,,2,NA,NA,SeaAroundUs,Demersal fish
UVH,33,Tricolour parrotfish,Scarus tricolor,,2,NA,NA,SeaAroundUs,Demersal fish
UYD,76,,Strongylocentrotus droebachiensis,,2.3,NA,NA,SeaAroundUs,"Aquatic animals, other"
UZX,33,Stumpnoses nei,Rhabdosargus spp,,3.04,NA,NA,SeaAroundUs,Demersal fish
VAD,37,Vadigo,Campogramma glaycos,,4.5,0.8,53.82,FishBase_ISSCAAP,Pelagic fish
VAS,33,Tete sea catfish,Ariopsis seemanni,,3.57,NA,NA,SeaAroundUs,Demersal fish
VBE,11,African scraping feeder,Varicorhinus beso,,3.2,NA,NA,Estimate(FishBase),Freshwater fish
VEP,35,Pacific anchoveta,Cetengraulis mysticetus,,2.47,0.21,14.76,FishBase_ISSCAAP,Pelagic fish
VET,35,Anchoveta(=Peruvian anchovy),Engraulis ringens,秘鲁鳀,2.7,0.32,20,FishBase_ISSCAAP,Pelagic fish
VEV,56,Warty venus,Venus verrucosa,疣帘蛤,2,NA,NA,SeaAroundUs,"Molluscs, other"
VIV,11,Vimba bream,Vimba vimba,,3.16,0.37,41,FishBase_ISSCAAP,Freshwater fish
VLO,43,Spiny lobsters nei,Palinuridae,,3.2,0.41,NA,FishBase_ISSCAAP,Crustaceans
VMA,37,Atlantic chub mackerel,Scomber colias,,3.91,NA,NA,SeaAroundUs,Pelagic fish
VMH,33,Bluespot mullet,Valamugil seheli,圆吻凡鲻,2.32,0.14,50.46,FishBase_ISSCAAP,Demersal fish
VNR,56,Banded carpet shell,Polititapes rhomboides,条带蛤仔,2,NA,NA,SeaAroundUs,"Molluscs, other"
VRL,33,Yellow-edged lyretail,Variola louti,侧牙鲈,4.33,0.76,60,FishBase_ISSCAAP,Demersal fish
VSC,55,Variegated scallop,Mimachlamys varia,,2.1,0.29,NA,FishBase_ISSCAAP,"Molluscs, other"
VUC,56,Corrugated venus,Venerupis corrugata,皱纹蛤仔,2.1,NA,NA,SeaAroundUs,"Molluscs, other"
WAA,13,Wallago,Wallago attu,叉尾鲶,3.68,0.56,196.8,FishBase_ISSCAAP,Freshwater fish
WAH,36,Wahoo,Acanthocybium solandri,,4.4,0.77,226.92,FishBase_ISSCAAP,Pelagic fish
WDX,11,,Carassius spp,鲫类,2,NA,NA,FishBase,Freshwater fish
WEG,33,Greater weever,Trachinus draco,,4.18,0.71,45.22,FishBase_ISSCAAP,Demersal fish
WEM,33,Totoaba,Totoaba macdonaldi,麦氏犬牙石首鱼,4.06,0.7,164,FishBase_ISSCAAP,Demersal fish
WEP,33,Peruvian weakfish,Cynoscion analis,,4.15,0.71,38.54,FishBase_ISSCAAP,Demersal fish
WEW,33,White weakfish,Atractoscion nobilis,有名锤形石首鱼,3.21,0.4,133.46,FishBase_ISSCAAP,Demersal fish
WEX,33,Weevers nei,Trachinus spp,,4.18,0,41,FishBase_ISSCAAP,Demersal fish
WGR,32,Whitson's grenadier,Macrourus whitsoni,,3.47,0.49,72.75,FishBase_ISSCAAP,Demersal fish
WHA,34,Hapuku wreckfish,Polyprion oxygeneios,,4.45,0.77,123,FishBase_ISSCAAP,Demersal fish
WHB,32,Blue whiting(=Poutassou),Micromesistius poutassou,小鳍鳕,4.01,0.68,41.75,FishBase_ISSCAAP,Demersal fish
WHE,52,Whelk,Buccinum undatum,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
WHF,23,Whitefishes nei,Coregonus spp,,3.3,0.04,49,FishBase_ISSCAAP,Pelagic fish
WHG,32,Whiting,Merlangius merlangus,,4.37,0.77,63.35,FishBase_ISSCAAP,Demersal fish
WHL,23,Lake(=Common) whitefish,Coregonus clupeaformis,鲱形白鲑,3.14,0.37,88.4,FishBase_ISSCAAP,Freshwater fish
WHM,36,Atlantic white marlin,Kajikia albida,,4.48,0.71,246,FishBase_ISSCAAP,Pelagic fish
WHR,34,Mocosa ruff,Schedophilus haedrichi,,4.1,NA,NA,Estimate(FishBase),Demersal fish
WHS,33,Sillago-whitings,Sillaginidae,,3.29,0.03,25,FishBase_ISSCAAP,Demersal fish
WHX,52,Whelks,Busycon spp,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
WIC,34,Spiny icefish,Chaenodraco wilsoni,,3.32,0.45,35.26,FishBase_ISSCAAP,Demersal fish
WIT,31,Witch flounder,Glyptocephalus cynoglossus,,3.14,0.26,60,FishBase_ISSCAAP,Demersal fish
WIX,13,Heterobranchus catfish nei,Heterobranchus spp,,3.7,NA,NA,Estimate(FishBase),Freshwater fish
WJT,52,Knobbed whelk,Busycon carica,,3.23,NA,NA,SeaAroundUs,"Molluscs, other"
WKB,33,Smalltooth weakfish,Cynoscion steindachneri,,3.25,NA,NA,SeaAroundUs,Demersal fish
WKK,33,King weakfish,Macrodon ancylodon,,3.9,0.65,36.4,FishBase_ISSCAAP,Demersal fish
WKP,45,Western king prawn,Penaeus latisulcatus,,2.7,0.35,NA,FishBase_ISSCAAP,Crustaceans
WKQ,52,Channeled whelk,Busycotypus canaliculatus,,3.23,NA,NA,SeaAroundUs,"Molluscs, other"
WKS,33,Striped weakfish,Cynoscion striatus,,3.9,0.64,49.2,FishBase_ISSCAAP,Demersal fish
WKX,33,Weakfishes nei,Cynoscion spp,,4.1,0.07,65,FishBase_ISSCAAP,Demersal fish
WOR,77,Marine worms,Polychaeta,,2.5,NA,NA,Estimate,"Aquatic animals, other"
WPM,37,Pacific harvestfish,Peprilus medius,,4,NA,NA,Estimate(SeaAroundUs),Pelagic fish
WPU,11,,Puntioplites waandersi,,2.36,0.2,41.41,FishBase_ISSCAAP,Freshwater fish
WRA,33,"Wrasses, hogfishes, etc. nei",Labridae,,3.43,0.03,53,FishBase_ISSCAAP,Demersal fish
WRF,34,Wreckfish,Polyprion americanus,美洲多锯鲈,4.14,0.64,180.81,FishBase_ISSCAAP,Demersal fish
WRO,34,Widow rockfish,Sebastes entomelas,,3.68,0.56,49.2,FishBase_ISSCAAP,Demersal fish
WRR,35,Whitehead's round herring,Etrumeus whiteheadi,,3.4,0.45,20,FishBase_ISSCAAP,Pelagic fish
WSA,33,Blacktail comber,Serranus atricauda,,4.27,NA,NA,SeaAroundUs,Demersal fish
WSD,51,Chinese pond mussel,Sinanodonta woodiana,背角无齿蚌,2,NA,NA,Estimate(SeaAroundUs),"Molluscs, other"
WSN,33,White stumpnose,Rhabdosargus globiceps,,2.87,0.4,53.3,FishBase_ISSCAAP,Demersal fish
WST,38,Whip stingray,Hemitrygon akajei,,3.84,0.58,164,FishBase_ISSCAAP,Demersal fish
WUB,11,Wuchang bream,Megalobrama amblycephala,团头鲂,2.72,0.31,164,FishBase_ISSCAAP,Freshwater fish
WWP,45,Western white shrimp,Penaeus occidentalis,,2.7,0.35,NA,FishBase_ISSCAAP,Crustaceans
XAE,13,,Alestes spp,,3.1,NA,NA,Estimate(FishBase),Freshwater fish
XBX,33,,Paralabrax spp,,4.04,0.16,NA,FishBase_ISSCAAP,Demersal fish
XES,13,,Xenocharax spilurus,,2.9,NA,NA,Estimate(FishBase),Freshwater fish
XHC,13,"Hetero-Clarias catfish, hybrid",H. longifilis x C. gariepinus,长丝异鳃鲶-尖齿胡鲶杂交种,3.42,NA,NA,FishBase,Freshwater fish
XKX,45,Plesionika shrimps nei,Plesionika spp,,3.37,NA,NA,SeaAroundUs,Crustaceans
XML,56,Semeles nei,Semele spp,,2,NA,NA,SeaAroundUs,"Molluscs, other"
XPO,37,Silver pomfrets nei,Pampus spp,,3.36,0.24,41,FishBase_ISSCAAP,Pelagic fish
XYN,33,Pearly razorfish,Xyrichtys novacula,,3.14,0.32,2.19,FishBase_ISSCAAP,Demersal fish
YAR,42,Green mud crab,Scylla paramamosain,,3.17,NA,NA,SeaAroundUs,Crustaceans
YBB,12,Yellow-belly bream,Serranochromis robustus,,4.14,0.67,45.92,FishBase_ISSCAAP,Freshwater fish
YBC,52,Pig's snout volute,Cymbium cymbium,猪吻仿杯螺,3.23,NA,NA,SeaAroundUs,"Molluscs, other"
YBQ,38,Smallnose fanskate,Sympterygia bonapartii,,3.9,NA,NA,SeaAroundUs,Demersal fish
YBX,42,Charybdis crabs nei,Charybdis spp,,2.7,NA,NA,SeaAroundUs,Crustaceans
YCA,11,Beardless barb,Cyclocheilichthys apogon,,2.82,0.34,20.5,FishBase_ISSCAAP,Freshwater fish
YCH,13,Yellow catfish,Pelteobagrus fulvidraco,黄颡鱼,3.23,0.41,28.29,FishBase_ISSCAAP,Freshwater fish
YCQ,11,,Cyclocheilichthys armatus,,3.38,0.45,23,FishBase_ISSCAAP,Freshwater fish
YEL,31,Yellowtail flounder,Limanda ferruginea,,3.22,0.39,52.93,FishBase_ISSCAAP,Demersal fish
YES,31,Yellowfin sole,Limanda aspera,,3.24,0.36,40.18,FishBase_ISSCAAP,Demersal fish
YEU,45,Trachypenaeus shrimps nei,Trachypenaeus spp,,2.7,NA,NA,Estimate(SeaAroundUs),Crustaceans
YEZ,33,Great sandeel,Hyperoplus lanceolatus,,3.98,NA,NA,FishBase,Demersal fish
YFH,33,California sheephead,Semicossyphus pulcher,美丽羊头鱼,3.56,0.43,75.65,FishBase_ISSCAAP,Demersal fish
YFL,31,Yellow striped flounder,Pseudopleuronectes herzenst.,,3.15,0.43,50,FishBase_ISSCAAP,Demersal fish
YFM,33,Corkwing wrasse,Symphodus melops,,3.18,0.42,28,FishBase_ISSCAAP,Demersal fish
YFN,41,Changallo shrimp,Cryphiops caementarius,鬓隐沼虾,2.7,NA,NA,Estimate,Crustaceans
YFT,36,Yellowfin tuna,Thunnus albacares,,4.34,0.71,230.87,FishBase_ISSCAAP,Pelagic fish
YFX,33,Symphodus wrasses nei,Symphodus spp,,3.39,NA,NA,SeaAroundUs,Demersal fish
YGC,33,Stripped weakfish,Cynoscion guatucupa,,4.2,NA,NA,SeaAroundUs,Demersal fish
YGX,51,,Polymesoda spp,,2,NA,NA,SeaAroundUs,"Molluscs, other"
YHX,11,,Hypsibarbus spp,,3.3,NA,NA,Estimate(FishBase),Freshwater fish
YII,45,Pacific rock shrimp,Sicyonia ingentis,太平洋单肢虾,2.6,NA,NA,SeaAroundUs,Crustaceans
